ANOV Issue Date ,Street No ,Street Direction ,Street Name ,City,State,ANOV Number ,Violation Description ,Age ,Street Address
30-Apr-14,53XX ,W ,MADISON ST ,Chicago,Illinois,P004404185 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,53XX  W  MADISON ST 
30-Apr-14,81XX ,S ,COLES ,Chicago,Illinois,P004440114 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,81XX  S  COLES 
1-May-14,13XX ,W ,87TH ,Chicago,Illinois,P004440095 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,13XX  W  87TH 
1-May-14,16XX ,S ,HOMAN ,Chicago,Illinois,P004349871 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,16XX  S  HOMAN 
1-May-14,19XX ,W ,ADDISON ,Chicago,Illinois,P004503053 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,19XX  W  ADDISON 
1-May-14,25XX ,S ,ST LOUIS ,Chicago,Illinois,P004350732 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,25XX  S  ST LOUIS 
1-May-14,27XX ,S ,KEELER ST ,Chicago,Illinois,P004351747 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,27XX  S  KEELER ST 
1-May-14,40XX ,W ,MADISON ,Chicago,Illinois,P004450602 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,40XX  W  MADISON 
1-May-14,40XX ,W ,MADISON ,Chicago,Illinois,P004451315 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,40XX  W  MADISON 
1-May-14,54XX ,N ,BROADWAY ,Chicago,Illinois,P004208837 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,54XX  N  BROADWAY 
1-May-14,69XX ,S ,ASHLAND ,Chicago,Illinois,P004474738 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,69XX  S  ASHLAND 
1-May-14,6XX ,W ,CHICAGO ,Chicago,Illinois,P004421354 ,9-52-010 Rights and duties. ,31,6XX  W  CHICAGO 
2-May-14,19XX ,S ,ST LOUIS ,Chicago,Illinois,P004250874 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,19XX  S  ST LOUIS 
2-May-14,29XX ,W ,ROOSEVELT RD ,Chicago,Illinois,P003764984 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,29XX  W  ROOSEVELT RD 
2-May-14,34XX ,W ,AUGUSTA ,Chicago,Illinois,P004451319 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,34XX  W  AUGUSTA 
2-May-14,34XX ,W ,LAWRENCE AVE ,Chicago,Illinois,P004281855 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,34XX  W  LAWRENCE AVE 
2-May-14,36XX ,W ,DIVISION ,Chicago,Illinois,P004450605 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,36XX  W  DIVISION 
2-May-14,55XX ,W ,NORTH ,Chicago,Illinois,P003787717 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,55XX  W  NORTH 
2-May-14,64XX ,S ,COTTAG GROVE ,Chicago,Illinois,P004436960 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,64XX  S  COTTAG GROVE 
2-May-14,65XX ,S ,WESTERN ,Chicago,Illinois,P004458600 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,65XX  S  WESTERN 
2-May-14,76XX ,S ,RACINE ,Chicago,Illinois,P004448997 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,76XX  S  RACINE 
2-May-14,80XX ,S ,ASHLAND ,Chicago,Illinois,P004177300 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,80XX  S  ASHLAND 
2-May-14,88XX ,S ,ASHLAND ,Chicago,Illinois,P004440096 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,88XX  S  ASHLAND 
3-May-14,108XX ,S ,MACKINAW ,Chicago,Illinois,P004394908 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,108XX  S  MACKINAW 
3-May-14,15XX ,S ,MILLARD ,Chicago,Illinois,P004353565 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,15XX  S  MILLARD 
3-May-14,16XX ,N ,CLEVLAND ,Chicago,Illinois,P004421603 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,16XX  N  CLEVLAND 
3-May-14,24XX ,W ,25TH ST ,Chicago,Illinois,P004516101 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,24XX  W  25TH ST 
3-May-14,26XX ,S ,KOSTNER ,Chicago,Illinois,P004527346 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,26XX  S  KOSTNER 
3-May-14,26XX ,S ,LAWNDALE ,Chicago,Illinois,P004353118 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,26XX  S  LAWNDALE 
3-May-14,27XX ,W ,PETERSON ,Chicago,Illinois,P004208839 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,27XX  W  PETERSON 
3-May-14,2XX ,S ,LARAMIE ,Chicago,Illinois,P004275212 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,2XX  S  LARAMIE 
3-May-14,2XX ,W ,CHICAGO ,Chicago,Illinois,P004417148 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,39,2XX  W  CHICAGO 
3-May-14,3XX ,S ,SPRINGFIELD ,Chicago,Illinois,P004380221 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,3XX  S  SPRINGFIELD 
3-May-14,44XX ,W ,MADISON ST ,Chicago,Illinois,P004366660 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,44XX  W  MADISON ST 
3-May-14,49XX ,W ,MADISON ST ,Chicago,Illinois,P004402391 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,49XX  W  MADISON ST 
3-May-14,55XX ,N ,BROADWAY ,Chicago,Illinois,P004208838 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,55XX  N  BROADWAY 
3-May-14,67XX ,S ,ST LAWRENCE ,Chicago,Illinois,P003773022 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,67XX  S  ST LAWRENCE 
3-May-14,71XX ,S ,WABASH ,Chicago,Illinois,P004516306 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,71XX  S  WABASH 
3-May-14,85XX ,S ,ASHLAND ,Chicago,Illinois,P004440097 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,85XX  S  ASHLAND 
3-May-14,87XX ,S ,ESCANABA ,Chicago,Illinois,P004495458 ,9-52-010 Rights and duties. ,38,87XX  S  ESCANABA 
4-May-14,32XX ,N ,AUSTIN ,Chicago,Illinois,P004465933 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,63,32XX  N  AUSTIN 
4-May-14,33XX ,N ,CICERO ,Chicago,Illinois,P003938821 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,33XX  N  CICERO 
4-May-14,34XX ,W ,OHIO ST ,Chicago,Illinois,P004379637 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,34XX  W  OHIO ST 
4-May-14,43XX ,S ,MARSHFIELD ,Chicago,Illinois,P004527321 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,43XX  S  MARSHFIELD 
4-May-14,72XX ,S ,JEFFREY ,Chicago,Illinois,P004444288 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,72XX  S  JEFFREY 
4-May-14,9XX ,W ,87TH ST ,Chicago,Illinois,P004440099 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,9XX  W  87TH ST 
5-May-14,106XX ,S ,AVENUE B ,Chicago,Illinois,P004368118 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,106XX  S  AVENUE B 
5-May-14,11XX ,N ,LAWNDALE ,Chicago,Illinois,P004451320 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,11XX  N  LAWNDALE 
5-May-14,12XX ,W ,LAKE ,Chicago,Illinois,P004290741 ,9-52-010 Rights and duties. ,19,12XX  W  LAKE 
5-May-14,21XX ,S ,KEDZIE ,Chicago,Illinois,P004352367 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,21XX  S  KEDZIE 
5-May-14,22XX ,N ,LONG ,Chicago,Illinois,P004269110 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,22XX  N  LONG 
5-May-14,24XX ,N ,LOCKWOOD ,Chicago,Illinois,P004276955 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,24XX  N  LOCKWOOD 
5-May-14,36XX ,W ,CHICAGO ,Chicago,Illinois,P004450608 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,42,36XX  W  CHICAGO 
5-May-14,37XX ,W ,CHICAGO ,Chicago,Illinois,P004450606 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,37XX  W  CHICAGO 
5-May-14,38XX ,W ,CHICAGO ,Chicago,Illinois,P004450607 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,38XX  W  CHICAGO 
5-May-14,38XX ,W ,CHICAGO ,Chicago,Illinois,P004451321 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,61,38XX  W  CHICAGO 
5-May-14,38XX ,W ,DIVISION ,Chicago,Illinois,P004450609 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,38XX  W  DIVISION 
5-May-14,39XX ,N ,NARRAGANSET ,Chicago,Illinois,P004465707 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,39XX  N  NARRAGANSET 
5-May-14,3XX ,S ,WABASH ,Chicago,Illinois,P004393503 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,3XX  S  WABASH 
5-May-14,46XX ,S ,ASHLAND ,Chicago,Illinois,P004527409 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,46XX  S  ASHLAND 
5-May-14,79XX ,S ,COLFAX ,Chicago,Illinois,P004439790 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,79XX  S  COLFAX 
5-May-14,XX ,N ,MAYFIELD ,Chicago,Illinois,P004402289 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,XX  N  MAYFIELD 
6-May-14,103XX ,S ,PROSPECT ,Chicago,Illinois,P004498702 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,103XX  S  PROSPECT 
6-May-14,104XX ,S ,AVENUE G ,Chicago,Illinois,P004362527 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,104XX  S  AVENUE G 
6-May-14,11XX ,S ,PULASKI ,Chicago,Illinois,P004379785 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,11XX  S  PULASKI 
6-May-14,15XX ,W ,ASHLAND ,Chicago,Illinois,P004218929 ,9-52-010 Rights and duties. ,26,15XX  W  ASHLAND 
6-May-14,19XX ,W ,67TH ST ,Chicago,Illinois,P004433036 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,19XX  W  67TH ST 
6-May-14,2XX ,E ,69TH ST ,Chicago,Illinois,P004526606 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,2XX  E  69TH ST 
6-May-14,33XX ,W ,NORTH ,Chicago,Illinois,P004387026 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,66,33XX  W  NORTH 
6-May-14,34XX ,W ,CHICAGO ,Chicago,Illinois,P004451322 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,34XX  W  CHICAGO 
6-May-14,39XX ,W ,AUGUSTA ,Chicago,Illinois,P004451324 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,39XX  W  AUGUSTA 
6-May-14,48XX ,W ,ADAMS ,Chicago,Illinois,P004404580 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,48XX  W  ADAMS 
6-May-14,50XX ,W ,MONTROSE ,Chicago,Illinois,P004446558 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,50XX  W  MONTROSE 
6-May-14,52XX ,W ,MADISON ,Chicago,Illinois,P004404186 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,52XX  W  MADISON 
6-May-14,55XX ,W ,CHICAGO ,Chicago,Illinois,P004012413 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,55XX  W  CHICAGO 
6-May-14,61XX ,S ,CAMPBELL ,Chicago,Illinois,P004479247 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,61XX  S  CAMPBELL 
6-May-14,63XX ,N ,CLARK ,Chicago,Illinois,P004259348 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,63XX  N  CLARK 
6-May-14,6XX ,W ,31 ST ,Chicago,Illinois,P004099556 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,27,6XX  W  31 ST 
6-May-14,71XX ,S ,STATE ,Chicago,Illinois,P004480064 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,71XX  S  STATE 
6-May-14,71XX ,S ,STATE ,Chicago,Illinois,P004526605 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,71XX  S  STATE 
6-May-14,84XX ,S ,ABERDEEN ,Chicago,Illinois,P004482601 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,84XX  S  ABERDEEN 
6-May-14,8XX ,N ,MONTICELLO ,Chicago,Illinois,P004451323 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,8XX  N  MONTICELLO 
6-May-14,9XX ,E ,82ND ST ,Chicago,Illinois,P004439860 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,9XX  E  82ND ST 
7-May-14,101XX ,S ,MICHIGAN ,Chicago,Illinois,P004440100 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,101XX  S  MICHIGAN 
7-May-14,12XX ,S ,STATE ST ,Chicago,Illinois,P004189650 ,9-52-010 Rights and duties. ,22,12XX  S  STATE ST 
7-May-14,12XX ,S ,STATE ST ,Chicago,Illinois,P004452051 ,9-52-010 Rights and duties. ,21,12XX  S  STATE ST 
7-May-14,130XX ,S ,LANGLEY ,Chicago,Illinois,P004171132 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,130XX  S  LANGLEY 
7-May-14,14XX ,S ,PULASKI ,Chicago,Illinois,P004479763 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,14XX  S  PULASKI 
7-May-14,16XX ,W ,69TH ST ,Chicago,Illinois,P004474598 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,16XX  W  69TH ST 
7-May-14,33XX ,W ,MADISON ,Chicago,Illinois,P004451325 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,33XX  W  MADISON 
7-May-14,47XX ,S ,KEDZIE ,Chicago,Illinois,P004326264 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,47XX  S  KEDZIE 
7-May-14,47XX ,S ,KEDZIE ,Chicago,Illinois,P004326265 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,63,47XX  S  KEDZIE 
7-May-14,4XX ,E ,47TH ST ST ,Chicago,Illinois,P004450260 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,4XX  E  47TH ST ST 
7-May-14,74XX ,S ,KINGSTON ,Chicago,Illinois,P004287016 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,74XX  S  KINGSTON 
7-May-14,74XX ,S ,YATES ,Chicago,Illinois,P004501002 ,9-52-050 Riding in single file required--Exceptions. ,44,74XX  S  YATES 
7-May-14,81XX ,S ,COTTAGE GROVE ST ,Chicago,Illinois,P004446068 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,81XX  S  COTTAGE GROVE ST 
7-May-14,90XX ,S ,COTTAGE GROVE ,Chicago,Illinois,P004440280 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,90XX  S  COTTAGE GROVE 
8-May-14,16XX ,E ,71ST ,Chicago,Illinois,P004410830 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,16XX  E  71ST 
8-May-14,16XX ,S ,HOMAN ,Chicago,Illinois,P004353784 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,16XX  S  HOMAN 
8-May-14,1XX ,E ,CHESTNUT ,Chicago,Illinois,P004310832 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,1XX  E  CHESTNUT 
8-May-14,1XX ,E ,ROOSEVELT RD ,Chicago,Illinois,P004452052 ,9-52-010 Rights and duties. ,22,1XX  E  ROOSEVELT RD 
8-May-14,1XX ,N ,CICERO ,Chicago,Illinois,P004439554 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,1XX  N  CICERO 
8-May-14,2XX ,N ,PULASKI ,Chicago,Illinois,P004439555 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,56,2XX  N  PULASKI 
8-May-14,39XX ,W ,ROOSEVELT ,Chicago,Illinois,P004354327 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,39XX  W  ROOSEVELT 
8-May-14,39XX ,W ,ROOSEVELT ,Chicago,Illinois,P004354328 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,39XX  W  ROOSEVELT 
8-May-14,40XX ,W ,BELMONT ,Chicago,Illinois,P004281866 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,40XX  W  BELMONT 
8-May-14,41XX ,N ,LONG ,Chicago,Illinois,P003938823 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,27,41XX  N  LONG 
8-May-14,47XX ,W ,LAKE ST ,Chicago,Illinois,P004439556 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,47XX  W  LAKE ST 
8-May-14,4XX ,E ,48TH ST ,Chicago,Illinois,P004450262 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,4XX  E  48TH ST 
8-May-14,6XX ,S ,SACRAMENTO ,Chicago,Illinois,P004352382 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,6XX  S  SACRAMENTO 
9-May-14,12XX ,N ,SEDGWICK ,Chicago,Illinois,P004247347 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,12XX  N  SEDGWICK 
9-May-14,23XX ,W ,TOUHY ,Chicago,Illinois,P004265001 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,59,23XX  W  TOUHY 
9-May-14,24XX ,W ,DIVISION ,Chicago,Illinois,P003902837 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,24XX  W  DIVISION 
9-May-14,26XX ,E ,75TH ST ,Chicago,Illinois,P004526720 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,26XX  E  75TH ST 
9-May-14,27XX ,S ,HOMAN ,Chicago,Illinois,P004287685 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,27XX  S  HOMAN 
9-May-14,59XX ,W ,MADISON ,Chicago,Illinois,P004438842 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,59XX  W  MADISON 
9-May-14,67XX ,S ,HALSTED ,Chicago,Illinois,P004432167 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,67XX  S  HALSTED 
10-May-14,16XX ,W ,19TH ,Chicago,Illinois,P003902838 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,16XX  W  19TH 
10-May-14,24XX ,N ,LOREL ,Chicago,Illinois,P004466013 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,24XX  N  LOREL 
10-May-14,2XX ,S ,PULASKI ,Chicago,Illinois,P003764985 ,9-52-080 Headlamps ,50,2XX  S  PULASKI 
10-May-14,31XX ,W ,CHICAGO ,Chicago,Illinois,P004192314 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,31XX  W  CHICAGO 
10-May-14,33XX ,W ,ROOSEVELT RD ,Chicago,Illinois,P004349874 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,33XX  W  ROOSEVELT RD 
10-May-14,36XX ,W ,16TH AVE ,Chicago,Illinois,P004354329 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,36XX  W  16TH AVE 
10-May-14,47XX ,N ,BROADWAY ,Chicago,Illinois,P004193626 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,61,47XX  N  BROADWAY 
11-May-14,10XX ,N ,MONTICELLO ,Chicago,Illinois,P004439557 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,10XX  N  MONTICELLO 
11-May-14,10XX ,N ,STATE ,Chicago,Illinois,P004239934 ,9-52-010 Rights and duties. ,29,10XX  N  STATE 
11-May-14,13XX ,N ,PULASKI ,Chicago,Illinois,P004272946 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,13XX  N  PULASKI 
11-May-14,15XX ,S ,MILLARD ,Chicago,Illinois,P004354330 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,15XX  S  MILLARD 
11-May-14,28XX ,W ,DIVISION ,Chicago,Illinois,P004387030 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,58,28XX  W  DIVISION 
11-May-14,28XX ,W ,DIVISION ,Chicago,Illinois,P004387031 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,28XX  W  DIVISION 
11-May-14,35XX ,W ,AUGUSTA ,Chicago,Illinois,P004439558 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,35XX  W  AUGUSTA 
11-May-14,37XX ,W ,CHICAGO ,Chicago,Illinois,P004439559 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,37XX  W  CHICAGO 
11-May-14,37XX ,W ,CHICAGO ,Chicago,Illinois,P004450625 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,37XX  W  CHICAGO 
11-May-14,38XX ,W ,DIVISION ,Chicago,Illinois,P004439560 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,38XX  W  DIVISION 
11-May-14,39XX ,W ,ROOSEVELT RD ,Chicago,Illinois,P004192315 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,39XX  W  ROOSEVELT RD 
11-May-14,39XX ,W ,THOME ,Chicago,Illinois,P004450622 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,39XX  W  THOME 
11-May-14,4XX ,S ,CICERO ,Chicago,Illinois,P004383537 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,4XX  S  CICERO 
11-May-14,71XX ,N ,RIDGE ,Chicago,Illinois,P004265002 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,71XX  N  RIDGE 
11-May-14,7XX ,N ,MONTICELLO ,Chicago,Illinois,P004450624 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,7XX  N  MONTICELLO 
12-May-14,12XX ,W ,111TH ST ,Chicago,Illinois,P004440282 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,58,12XX  W  111TH ST 
12-May-14,13XX ,W ,WILSON ,Chicago,Illinois,P004200359 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,13XX  W  WILSON 
12-May-14,16XX ,W ,HOWARD ,Chicago,Illinois,P004265003 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,16XX  W  HOWARD 
12-May-14,16XX ,W ,JONQUIL ,Chicago,Illinois,P004264801 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,16XX  W  JONQUIL 
12-May-14,26XX ,S ,HOMAN ,Chicago,Illinois,P004257871 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,26XX  S  HOMAN 
12-May-14,32XX ,N ,HARLEM ,Chicago,Illinois,P004270529 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,32XX  N  HARLEM 
12-May-14,40XX ,W ,MADISON ,Chicago,Illinois,P004439563 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,40XX  W  MADISON 
12-May-14,40XX ,W ,MADISON ,Chicago,Illinois,P004439564 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,40XX  W  MADISON 
12-May-14,40XX ,W ,MADISON ,Chicago,Illinois,P004467226 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,40XX  W  MADISON 
12-May-14,40XX ,W ,MADISON ,Chicago,Illinois,P004467230 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,40XX  W  MADISON 
12-May-14,41XX ,W ,MADISON ,Chicago,Illinois,P004467229 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,42,41XX  W  MADISON 
12-May-14,42XX ,W ,MADISON ,Chicago,Illinois,P004439562 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,42XX  W  MADISON 
12-May-14,42XX ,W ,MADISON ,Chicago,Illinois,P004467227 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,42XX  W  MADISON 
12-May-14,46XX ,N ,BROADWAY ,Chicago,Illinois,P004200358 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,46XX  N  BROADWAY 
12-May-14,54XX ,W ,NORTH ,Chicago,Illinois,P004277403 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,54XX  W  NORTH 
12-May-14,66XX ,S ,RHODES ,Chicago,Illinois,P004538657 ,9-52-010 Rights and duties. ,18,66XX  S  RHODES 
12-May-14,69XX ,S ,EMERALD ,Chicago,Illinois,P004432168 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,69XX  S  EMERALD 
12-May-14,6XX ,N ,AUSTIN ,Chicago,Illinois,P004595923 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,6XX  N  AUSTIN 
12-May-14,71XX ,S ,MORGAN ,Chicago,Illinois,P004432169 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,71XX  S  MORGAN 
12-May-14,72XX ,N ,ROGERS ,Chicago,Illinois,P004265004 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,72XX  N  ROGERS 
12-May-14,7XX ,N ,LARAMIE ,Chicago,Illinois,P004181381 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,7XX  N  LARAMIE 
12-May-14,XX ,N ,CICERO ,Chicago,Illinois,P004405235 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,XX  N  CICERO 
12-May-14,XX ,N ,PULASKI ,Chicago,Illinois,P004439561 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,XX  N  PULASKI 
13-May-14,102XX ,S ,HOXIE ,Chicago,Illinois,P004367814 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,102XX  S  HOXIE 
